Age,Gender,Education,Job_Role,Department,Experience,Salary
25.0,Female,High School,Analyst,HR,3.0,54004
42.0,Male,Master's,Manager,Operations,16.0,108748
40.0,Female,Master's,Analyst,Finance,14.0,82356
47.0,Female,Bachelor's,Manager,HR,21.0,103640
38.0,Female,Bachelor's,Intern,Marketing,16.0,65381
36.0,Male,Bachelor's,Director,Operations,12.0,100703
46.0,Female,Bachelor's,Manager,HR,24.0,109346
48.0,Female,Bachelor's,Engineer,IT,25.0,92550
26.0,Male,Master's,Director,Operations,2.0,94801
33.0,Female,Master's,Intern,Marketing,11.0,65297
49.0,Male,Bachelor's,Intern,IT,26.0,82465
39.0,Male,Bachelor's,Engineer,Operations,16.0,88255
46.0,Female,Bachelor's,Intern,Operations,21.0,76368
46.0,Male,Bachelor's,Analyst,HR,21.0,74409
32.0,Female,Master's,Engineer,IT,6.0,81622
30.0,Female,PhD,Analyst,Operations,6.0,70605
,Female,Bachelor's,Engineer,Marketing,25.0,101596
36.0,Male,Master's,Director,IT,10.0,104932
39.0,Male,Master's,Intern,HR,15.0,65651
28.0,Male,Master's,Director,Finance,3.0,102772
37.0,Male,Bachelor's,Manager,Operations,15.0,97718
27.0,Male,PhD,Engineer,Finance,4.0,79825
41.0,Female,Bachelor's,Manager,Operations,18.0,93460
47.0,Female,Bachelor's,Engineer,HR,21.0,89112
54.0,Female,High School,Director,HR,28.0,119646
35.0,Male,Bachelor's,Manager,HR,13.0,87435
29.0,Male,High School,Manager,HR,6.0,76231
34.0,Male,Bachelor's,Engineer,IT,8.0,68514
47.0,Female,Bachelor's,Intern,IT,24.0,73038
52.0,Female,Master's,Engineer,Operations,,112131
38.0,Male,Master's,Engineer,IT,12.0,85573
39.0,Female,Bachelor's,Director,Operations,15.0,113805
46.0,Male,Master's,Engineer,IT,20.0,101843
28.0,Female,Master's,Intern,IT,3.0,45859
28.0,Male,Master's,Engineer,IT,6.0,73343
52.0,Male,High School,Engineer,Marketing,29.0,105264
24.0,Female,Master's,Intern,HR,2.0,54494
45.0,Female,PhD,Engineer,Marketing,,104719
38.0,Male,Master's,Engineer,IT,14.0,92446
46.0,Female,Bachelor's,Engineer,IT,24.0,96561
44.0,Female,Bachelor's,Engineer,Marketing,,95258
51.0,Female,Master's,Manager,Operations,25.0,120322
37.0,Male,Bachelor's,Analyst,HR,13.0,59420
30.0,Female,High School,Intern,Operations,6.0,44713
,Female,Bachelor's,Director,HR,17.0,118253
46.0,Female,Master's,Analyst,Finance,,91626
30.0,Female,Master's,Manager,HR,4.0,89553
45.0,Male,High School,Manager,Operations,20.0,101425
43.0,Male,PhD,Analyst,HR,,111485
32.0,Male,Bachelor's,Engineer,Finance,,75132
51.0,Female,Master's,Engineer,Finance,26.0,110748
43.0,Male,Master's,Manager,IT,19.0,114804
43.0,Female,Master's,Manager,Finance,17.0,112295
43.0,Male,PhD,Engineer,Marketing,20.0,110658
43.0,Male,Bachelor's,Director,Operations,18.0,106554
41.0,Female,Master's,Director,Marketing,19.0,123384
26.0,Female,High School,Manager,Marketing,2.0,70471
45.0,Female,Master's,Director,Operations,22.0,119656
54.0,Male,Master's,Engineer,Marketing,29.0,116680
29.0,Female,Master's,Intern,Marketing,5.0,47851
41.0,Female,Bachelor's,Manager,Marketing,17.0,106097
51.0,Female,Master's,Director,Finance,26.0,128999
36.0,Male,Bachelor's,Engineer,Operations,14.0,87720
37.0,Female,High School,Analyst,Operations,13.0,58075
,Male,Master's,Engineer,Operations,23.0,110812
45.0,Male,Bachelor's,Engineer,Marketing,20.0,98924
,Female,Master's,Manager,Finance,21.0,116323
31.0,Female,Bachelor's,Engineer,Operations,7.0,69350
34.0,Female,Bachelor's,Director,HR,10.0,103107
35.0,Female,Master's,Manager,Operations,10.0,93354
35.0,Male,Bachelor's,Manager,IT,11.0,84803
40.0,Female,Bachelor's,Analyst,HR,15.0,69931
28.0,Female,Master's,Intern,Operations,6.0,54743
51.0,Male,Bachelor's,Director,Marketing,26.0,121817
25.0,Male,Master's,Director,Operations,2.0,95682
25.0,Female,Bachelor's,Engineer,Finance,1.0,60711
24.0,Female,Master's,Engineer,Finance,2.0,73070
31.0,Female,Master's,Analyst,Operations,7.0,67363
43.0,Female,Master's,Engineer,Marketing,19.0,90915
32.0,Female,High School,Analyst,Marketing,7.0,52316
27.0,Male,Master's,Manager,Marketing,3.0,82510
44.0,Male,Master's,Manager,Operations,22.0,110474
38.0,Male,Master's,Engineer,Operations,12.0,83439
45.0,Female,Bachelor's,Engineer,IT,21.0,94372
50.0,Female,Master's,Intern,Finance,25.0,85505
39.0,Female,Master's,Analyst,HR,16.0,82641
52.0,Female,High School,Director,HR,28.0,123641
51.0,Male,Bachelor's,Analyst,Finance,26.0,89004
,Male,Master's,Analyst,IT,23.0,93156
,Female,High School,Analyst,Finance,21.0,69227
43.0,Female,PhD,Director,IT,17.0,129969
26.0,Female,Master's,Engineer,IT,4.0,75279
37.0,Male,Master's,Intern,Marketing,11.0,65629
26.0,Male,Bachelor's,Engineer,Finance,1.0,63016
35.0,Female,Bachelor's,Analyst,HR,9.0,63514
31.0,Female,PhD,Manager,Operations,6.0,95053
38.0,Male,Bachelor's,Analyst,Operations,14.0,70204
,Female,Master's,Director,Finance,26.0,143165
47.0,Male,Bachelor's,Analyst,Operations,25.0,78240
47.0,Female,High School,Engineer,IT,21.0,83226
29.0,Male,High School,Director,Operations,6.0,90914
40.0,Female,Bachelor's,Intern,IT,14.0,55424
38.0,Male,PhD,Engineer,IT,15.0,101050
47.0,Male,Bachelor's,Director,HR,,117003
50.0,Female,Bachelor's,Analyst,Operations,25.0,91750
25.0,Male,Bachelor's,Director,HR,0.0,84776
37.0,Female,Bachelor's,Manager,Operations,14.0,86767
24.0,Male,Bachelor's,Analyst,IT,2.0,61445
32.0,Female,Master's,Engineer,Operations,9.0,82857
39.0,Female,Bachelor's,Analyst,HR,15.0,73293
23.0,Male,Bachelor's,Engineer,Marketing,,61231
39.0,Female,High School,Analyst,HR,16.0,66831
24.0,Female,PhD,Manager,Marketing,0.0,94913
27.0,Female,Bachelor's,Intern,Finance,3.0,41774
36.0,Female,High School,Analyst,HR,10.0,53104
39.0,Male,Master's,Engineer,Operations,16.0,87473
26.0,Male,Bachelor's,Manager,Marketing,1.0,81372
26.0,Female,Bachelor's,Intern,Operations,0.0,35795
50.0,Male,Bachelor's,Engineer,Marketing,28.0,106761
52.0,Female,Master's,Engineer,HR,27.0,113962
51.0,Female,Bachelor's,Engineer,HR,27.0,101373
27.0,Female,Master's,Engineer,Operations,5.0,77107
36.0,Male,Master's,Analyst,HR,10.0,73058
27.0,Female,Bachelor's,Engineer,Operations,3.0,70529
47.0,Female,Bachelor's,Analyst,IT,23.0,80428
34.0,Male,Bachelor's,Manager,Marketing,10.0,87983
29.0,Female,Master's,Engineer,Operations,4.0,77464
,Male,Bachelor's,Engineer,Marketing,29.0,107067
35.0,Male,Bachelor's,Analyst,IT,9.0,66607
29.0,Male,Bachelor's,Intern,Marketing,4.0,37351
52.0,Female,PhD,Intern,Operations,26.0,91366
50.0,Female,Bachelor's,Analyst,HR,26.0,91040
47.0,Female,PhD,Engineer,Marketing,23.0,105996
,Female,Bachelor's,Manager,Marketing,26.0,121782
51.0,Female,High School,Analyst,IT,25.0,71756
44.0,Female,Bachelor's,Engineer,Finance,21.0,87822
43.0,Female,Bachelor's,Engineer,HR,21.0,89929
25.0,Female,Bachelor's,Intern,Operations,2.0,36866
53.0,Female,High School,Intern,IT,28.0,74507
,Female,PhD,Manager,Operations,5.0,97926
48.0,Female,Master's,Engineer,Operations,25.0,103053
37.0,Female,Master's,Intern,Marketing,12.0,74374
38.0,Male,Bachelor's,Intern,IT,15.0,64251
28.0,Male,High School,Intern,IT,,40300
43.0,Female,High School,Analyst,HR,17.0,71098
27.0,Female,Master's,Analyst,Finance,2.0,62995
28.0,Male,PhD,Manager,Operations,5.0,98477
33.0,Male,Bachelor's,Engineer,HR,9.0,78022
39.0,Female,High School,Analyst,HR,15.0,64299
49.0,Female,Bachelor's,Analyst,Operations,24.0,89354
36.0,Female,Bachelor's,Intern,Marketing,12.0,56397
46.0,Female,Bachelor's,Intern,Marketing,24.0,72613
46.0,Female,Master's,Engineer,Operations,23.0,112658
45.0,Male,Master's,Intern,IT,23.0,80917
30.0,Female,High School,Manager,Finance,8.0,76765
52.0,Male,High School,Director,Marketing,26.0,112706
38.0,Male,PhD,Engineer,Finance,15.0,95508
35.0,Female,Bachelor's,Analyst,HR,10.0,65217
32.0,Female,High School,Engineer,HR,8.0,64190
35.0,Male,Bachelor's,Engineer,Operations,9.0,71797
32.0,Female,High School,Manager,Operations,10.0,87468
52.0,Male,Bachelor's,Analyst,Operations,28.0,97209
47.0,Male,Master's,Intern,Marketing,24.0,77019
42.0,Female,Bachelor's,Analyst,Finance,20.0,78283
43.0,Female,Bachelor's,Analyst,HR,21.0,73383
37.0,Female,Master's,Engineer,Finance,14.0,88539
45.0,Male,Bachelor's,Engineer,Marketing,20.0,88601
38.0,Male,Master's,Engineer,Finance,,87195
39.0,Male,Master's,Director,Finance,,113567
27.0,Female,High School,Engineer,Operations,3.0,49634
53.0,Male,Master's,Manager,Finance,29.0,122745
32.0,Female,Bachelor's,Manager,Finance,10.0,95294
54.0,Female,PhD,Analyst,Finance,28.0,104822
25.0,Male,Bachelor's,Manager,IT,0.0,83697
52.0,Female,PhD,Intern,HR,27.0,90311
24.0,Male,Master's,Analyst,HR,0.0,58398
27.0,Female,Bachelor's,Engineer,Finance,2.0,66615
46.0,Female,Bachelor's,Intern,Operations,22.0,65790
40.0,Male,PhD,Engineer,Operations,14.0,90723
22.0,Female,Master's,Engineer,Operations,0.0,75429
46.0,Male,High School,Intern,HR,22.0,68473
51.0,Female,Master's,Analyst,Marketing,25.0,102464
53.0,Male,Bachelor's,Analyst,Finance,29.0,89407
48.0,Male,High School,Intern,HR,25.0,69345
52.0,Female,Bachelor's,Intern,Operations,28.0,80194
41.0,Female,Bachelor's,Engineer,HR,15.0,84007
,Male,Master's,Engineer,HR,16.0,92081
32.0,Male,Bachelor's,Director,HR,8.0,101877
26.0,Male,Master's,Manager,Operations,4.0,101145
54.0,Male,High School,Engineer,Marketing,28.0,97383
30.0,Female,Bachelor's,Analyst,IT,5.0,58391
,Female,Bachelor's,Engineer,Finance,14.0,79720
51.0,Female,Bachelor's,Intern,Finance,27.0,81865
31.0,Female,High School,Intern,HR,8.0,29708
49.0,Female,Bachelor's,Intern,Marketing,26.0,75337
24.0,Male,Bachelor's,Intern,Operations,2.0,42822
40.0,Male,Bachelor's,Manager,IT,18.0,102227
45.0,Female,Bachelor's,Engineer,IT,20.0,91520
35.0,Female,Bachelor's,Director,HR,12.0,94786
36.0,Male,Master's,Manager,HR,12.0,107482
48.0,Female,PhD,Engineer,Operations,22.0,112148
28.0,Female,Bachelor's,Analyst,Operations,,52884
42.0,Male,Bachelor's,Intern,Operations,19.0,72793
36.0,Female,High School,Engineer,HR,13.0,79545
27.0,Female,PhD,Engineer,Marketing,1.0,78427
49.0,Female,High School,Manager,HR,24.0,100705
35.0,Female,Bachelor's,Manager,HR,9.0,89865
30.0,Male,Bachelor's,Analyst,IT,8.0,68172
36.0,Female,Bachelor's,Director,Operations,12.0,108930
33.0,Female,Bachelor's,Engineer,Finance,10.0,72169
24.0,Male,Master's,Analyst,Operations,1.0,54066
40.0,Male,High School,Engineer,Marketing,15.0,72181
26.0,Male,Master's,Manager,Marketing,4.0,90741
26.0,Female,High School,Intern,Operations,0.0,28079
29.0,Male,High School,Director,Operations,7.0,90984
43.0,Male,PhD,Intern,HR,21.0,79016
40.0,Female,Bachelor's,Analyst,Finance,15.0,68364
,Male,Master's,Analyst,HR,13.0,79955
51.0,Female,Bachelor's,Manager,IT,25.0,103765
51.0,Female,High School,Engineer,IT,25.0,100399
25.0,Female,PhD,Director,Marketing,1.0,109053
39.0,Male,Bachelor's,Manager,Marketing,17.0,106425
51.0,Female,Master's,Intern,Finance,25.0,87343
45.0,Male,Bachelor's,Engineer,Marketing,20.0,82636
30.0,Male,Master's,Engineer,IT,6.0,84620
48.0,Female,High School,Engineer,Finance,24.0,93636
49.0,Female,Bachelor's,Analyst,IT,24.0,84321
37.0,Male,Master's,Manager,Operations,11.0,96241
39.0,Female,PhD,Engineer,Operations,14.0,102905
52.0,Male,PhD,Engineer,Finance,26.0,109074
46.0,Male,Master's,Engineer,HR,21.0,106095
26.0,Male,Master's,Analyst,Marketing,1.0,56278
44.0,Male,Bachelor's,Engineer,Finance,21.0,94321
42.0,Male,Bachelor's,Engineer,Marketing,16.0,86999
48.0,Male,Bachelor's,Analyst,IT,26.0,82234
33.0,Female,Bachelor's,Engineer,HR,10.0,68922
51.0,Male,Bachelor's,Engineer,Marketing,28.0,105248
24.0,Male,Bachelor's,Engineer,Operations,1.0,63245
50.0,Female,Bachelor's,Analyst,Operations,27.0,91900
40.0,Female,Master's,Engineer,IT,18.0,91927
27.0,Male,Bachelor's,Manager,Finance,4.0,84379
47.0,Male,Bachelor's,Manager,Marketing,25.0,117561
38.0,Male,Bachelor's,Director,IT,16.0,108617
38.0,Female,Master's,Engineer,Operations,15.0,86721
51.0,Male,Master's,Engineer,Operations,27.0,107670
47.0,Male,Master's,Director,Operations,25.0,132956
35.0,Female,Bachelor's,Engineer,HR,12.0,82239
54.0,Female,Bachelor's,Manager,HR,29.0,127257
37.0,Female,High School,Engineer,Operations,12.0,76116
,Male,Bachelor's,Engineer,Finance,12.0,78737
26.0,Female,Bachelor's,Director,HR,4.0,94658
,Male,High School,Analyst,Marketing,4.0,49650
44.0,Female,Bachelor's,Engineer,HR,19.0,90743
40.0,Female,PhD,Analyst,Marketing,18.0,101314
28.0,Male,PhD,Engineer,HR,6.0,83865
35.0,Male,Bachelor's,Analyst,Operations,10.0,68002
45.0,Female,High School,Manager,Marketing,22.0,101910
25.0,Male,Bachelor's,Director,Finance,0.0,95086
30.0,Male,Bachelor's,Director,HR,6.0,84684
27.0,Female,PhD,Engineer,HR,2.0,87078
37.0,Male,High School,Intern,Operations,12.0,42459
25.0,Male,Master's,Manager,Marketing,2.0,77347
30.0,Female,High School,Engineer,Operations,5.0,56756
46.0,Male,PhD,Director,Marketing,21.0,126103
49.0,Male,Bachelor's,Manager,HR,26.0,118931
53.0,Male,Master's,Manager,HR,28.0,132075
37.0,Female,Bachelor's,Analyst,HR,14.0,67476
27.0,Male,Master's,Engineer,HR,3.0,73456
27.0,Male,Bachelor's,Intern,IT,4.0,49653
24.0,Male,High School,Engineer,HR,2.0,65354
,Male,PhD,Manager,HR,18.0,117752
47.0,Male,PhD,Manager,Marketing,24.0,123806
45.0,Female,Master's,Director,HR,20.0,116901
41.0,Male,Master's,Engineer,HR,15.0,86508
42.0,Female,Master's,Manager,Marketing,16.0,114144
32.0,Male,High School,Analyst,HR,8.0,48061
,Female,Bachelor's,Manager,HR,25.0,113458
47.0,Male,Bachelor's,Manager,Operations,,104292
34.0,Female,Master's,Analyst,IT,8.0,68275
36.0,Male,Bachelor's,Manager,Marketing,13.0,85738
52.0,Male,High School,Engineer,Operations,26.0,91890
44.0,Male,Bachelor's,Analyst,Finance,22.0,91161
34.0,Male,Master's,Engineer,Finance,10.0,84942
49.0,Female,Bachelor's,Analyst,IT,25.0,90330
31.0,Male,High School,Engineer,Finance,9.0,60149
46.0,Male,Bachelor's,Engineer,IT,22.0,94437
30.0,Male,Bachelor's,Manager,Finance,4.0,79073
46.0,Male,Bachelor's,Director,Finance,22.0,118390
47.0,Female,Master's,Manager,Operations,25.0,121654
27.0,Male,Master's,Analyst,Finance,3.0,63721
36.0,Male,Master's,Intern,IT,10.0,56077
49.0,Male,Bachelor's,Manager,HR,26.0,109346
31.0,Male,Master's,Analyst,HR,5.0,65503
25.0,Female,Bachelor's,Director,HR,1.0,98106
54.0,Male,Bachelor's,Analyst,IT,29.0,89743
49.0,Female,Master's,Manager,IT,25.0,117177
26.0,Male,Bachelor's,Engineer,HR,2.0,63347
39.0,Female,High School,Engineer,Finance,17.0,81156
53.0,Female,Master's,Intern,HR,28.0,92816
47.0,Male,Bachelor's,Engineer,Marketing,25.0,101440
39.0,Male,Master's,Analyst,IT,17.0,78318
32.0,Male,High School,Intern,Marketing,6.0,42145
43.0,Male,Master's,Intern,Marketing,20.0,83587
36.0,Female,Bachelor's,Manager,IT,,92218
37.0,Female,High School,Engineer,HR,12.0,70694
29.0,Female,Master's,Analyst,Operations,5.0,74257
24.0,Female,Bachelor's,Director,Marketing,2.0,82442
32.0,Male,Bachelor's,Analyst,HR,9.0,64167
42.0,Male,High School,Analyst,Operations,20.0,73753
28.0,Female,High School,Engineer,Marketing,4.0,61474
36.0,Male,Bachelor's,Analyst,HR,10.0,68208
27.0,Female,High School,Analyst,Marketing,3.0,40620
31.0,Female,PhD,Engineer,HR,9.0,90159
28.0,Female,High School,Analyst,Finance,3.0,44594
52.0,Male,Bachelor's,Analyst,Finance,27.0,84906
37.0,Female,High School,Analyst,IT,12.0,52767
32.0,Female,Bachelor's,Analyst,Operations,7.0,66829
30.0,Female,PhD,Manager,Marketing,5.0,98310
33.0,Male,Bachelor's,Director,Marketing,10.0,96292
24.0,Male,PhD,Engineer,HR,1.0,74808
43.0,Female,Bachelor's,Engineer,Operations,,87323
42.0,Male,Master's,Analyst,Marketing,17.0,88052
43.0,Male,Bachelor's,Analyst,Operations,21.0,77090
33.0,Male,Master's,Engineer,Operations,11.0,89289
40.0,Male,Bachelor's,Engineer,Finance,16.0,93231
43.0,Female,Bachelor's,Manager,Marketing,18.0,103718
38.0,Female,Bachelor's,Manager,Marketing,16.0,93973
29.0,Female,Bachelor's,Engineer,IT,3.0,65947
50.0,Female,PhD,Analyst,Operations,28.0,106497
42.0,Male,Bachelor's,Director,HR,16.0,107625
40.0,Female,Bachelor's,Engineer,Finance,15.0,84391
32.0,Male,Master's,Manager,IT,8.0,91411
34.0,Female,Bachelor's,Engineer,Finance,10.0,72304
34.0,Female,PhD,Manager,HR,11.0,108815
35.0,Male,Master's,Intern,IT,10.0,65708
34.0,Female,Bachelor's,Intern,Finance,12.0,61160
45.0,Male,Master's,Engineer,HR,21.0,96384
55.0,Female,High School,Engineer,IT,,102541
33.0,Female,Bachelor's,Engineer,HR,7.0,80465
,Male,Bachelor's,Intern,IT,13.0,52254
39.0,Female,Bachelor's,Engineer,Marketing,17.0,83032
38.0,Male,Master's,Analyst,Marketing,13.0,71208
37.0,Male,PhD,Engineer,Finance,,95010
36.0,Female,Bachelor's,Analyst,Operations,14.0,78147
43.0,Female,Bachelor's,Engineer,Operations,21.0,88977
43.0,Male,PhD,Manager,HR,19.0,122076
31.0,Female,Bachelor's,Engineer,IT,6.0,63283
29.0,Female,Bachelor's,Analyst,Marketing,7.0,53686
51.0,Male,Bachelor's,Intern,Operations,,77508
31.0,Male,PhD,Director,Marketing,5.0,112408
52.0,Female,Bachelor's,Director,HR,28.0,127009
34.0,Male,Master's,Engineer,HR,12.0,87655
40.0,Female,Master's,Director,IT,16.0,114063
32.0,Female,Bachelor's,Engineer,Operations,7.0,69765
35.0,Female,Bachelor's,Analyst,HR,10.0,59277
39.0,Male,Master's,Analyst,HR,16.0,85430
34.0,Male,Bachelor's,Engineer,Marketing,8.0,75735
24.0,Female,Master's,Analyst,Finance,,57992
50.0,Male,PhD,Intern,Operations,26.0,91330
35.0,Male,Master's,Analyst,IT,9.0,72855
43.0,Male,Master's,Engineer,IT,21.0,106248
49.0,Male,Master's,Engineer,Marketing,23.0,101297
46.0,Male,Master's,Engineer,IT,20.0,103375
38.0,Female,Bachelor's,Manager,HR,13.0,90304
24.0,Male,High School,Analyst,Operations,1.0,42345
29.0,Male,Bachelor's,Director,IT,4.0,91020
41.0,Male,Master's,Engineer,Operations,16.0,99574
46.0,Female,Bachelor's,Manager,IT,23.0,106075
32.0,Female,Master's,Manager,Finance,7.0,82200
55.0,Male,Bachelor's,Intern,Finance,29.0,76660
41.0,Female,Master's,Director,Operations,17.0,129222
43.0,Male,Bachelor's,Manager,Finance,21.0,97232
48.0,Female,Master's,Engineer,Finance,26.0,99603
48.0,Female,Bachelor's,Engineer,HR,23.0,100544
48.0,Male,Bachelor's,Director,IT,25.0,126949
54.0,Female,Bachelor's,Intern,Finance,28.0,78168
32.0,Male,Master's,Analyst,Operations,7.0,71140
37.0,Male,Bachelor's,Engineer,HR,11.0,76299
39.0,Female,Bachelor's,Director,Finance,13.0,100632
51.0,Female,PhD,Engineer,Operations,29.0,130000
46.0,Female,Master's,Engineer,IT,22.0,99650
26.0,Male,PhD,Engineer,Finance,2.0,74255
51.0,Male,Bachelor's,Manager,Operations,28.0,107574
53.0,Male,Bachelor's,Intern,Operations,29.0,88051
52.0,Female,Master's,Engineer,Marketing,27.0,111360
35.0,Female,Bachelor's,Analyst,Operations,13.0,73698
48.0,Female,Master's,Analyst,Marketing,26.0,106298
29.0,Female,Bachelor's,Analyst,IT,3.0,51955
25.0,Male,Bachelor's,Manager,IT,0.0,84601
33.0,Female,High School,Engineer,HR,8.0,65392
39.0,Male,Bachelor's,Analyst,Marketing,13.0,69870
51.0,Male,High School,Manager,Operations,25.0,110487
31.0,Male,High School,Manager,HR,9.0,79705
42.0,Female,PhD,Engineer,HR,17.0,107682
33.0,Female,Bachelor's,Engineer,IT,9.0,73094
30.0,Female,Master's,Intern,Operations,6.0,56998
29.0,Female,Master's,Engineer,Marketing,7.0,87505
37.0,Female,Bachelor's,Director,IT,13.0,108500
27.0,Female,Bachelor's,Engineer,HR,3.0,64440
51.0,Female,Master's,Director,Finance,26.0,133399
35.0,Female,Master's,Director,HR,,106970
32.0,Female,Master's,Manager,Finance,9.0,95110
41.0,Female,Master's,Intern,IT,16.0,77535
27.0,Female,PhD,Intern,Marketing,4.0,60664
34.0,Female,Bachelor's,Manager,Operations,9.0,91794
35.0,Female,Bachelor's,Analyst,Finance,9.0,66006
,Female,Master's,Engineer,Operations,21.0,107999
,Male,High School,Director,IT,6.0,81773
40.0,Male,Master's,Manager,IT,16.0,107037
53.0,Male,High School,Analyst,IT,28.0,93283
43.0,Female,Bachelor's,Analyst,Marketing,19.0,75218
35.0,Male,Master's,Manager,Finance,11.0,109442
29.0,Female,Bachelor's,Engineer,Operations,4.0,63770
29.0,Female,Bachelor's,Engineer,HR,4.0,66631
48.0,Male,Bachelor's,Manager,IT,22.0,111038
26.0,Female,Master's,Manager,Operations,3.0,87260
50.0,Female,Bachelor's,Analyst,Operations,25.0,77395
30.0,Female,Master's,Analyst,Marketing,6.0,69045
47.0,Female,High School,Analyst,Finance,23.0,77177
26.0,Male,Master's,Engineer,Marketing,1.0,68792
52.0,Female,Master's,Manager,Marketing,29.0,124240
24.0,Male,Bachelor's,Engineer,Operations,0.0,51687
54.0,Male,Bachelor's,Analyst,Finance,28.0,89256
49.0,Female,Bachelor's,Analyst,Finance,25.0,91147
32.0,Male,Master's,Analyst,Finance,9.0,72363
22.0,Female,Bachelor's,Intern,IT,0.0,43057
38.0,Female,Master's,Engineer,Finance,12.0,97293
42.0,Male,Bachelor's,Intern,Operations,16.0,57878
30.0,Male,Bachelor's,Director,IT,8.0,93551
29.0,Male,High School,Engineer,HR,3.0,63253
34.0,Female,Bachelor's,Manager,Marketing,,85223
32.0,Male,Bachelor's,Analyst,Finance,6.0,58089
46.0,Male,Master's,Manager,HR,22.0,128522
,Male,Master's,Engineer,Finance,28.0,118242
26.0,Female,Bachelor's,Director,Marketing,1.0,88295
42.0,Female,PhD,Analyst,Operations,17.0,94061
51.0,Male,Master's,Director,Operations,27.0,135565
46.0,Male,PhD,Analyst,Marketing,20.0,89430
37.0,Male,Bachelor's,Intern,HR,14.0,60766
31.0,Female,Bachelor's,Engineer,IT,9.0,74804
,Female,High School,Manager,IT,,86726
32.0,Female,Master's,Engineer,Finance,6.0,77095
35.0,Female,High School,Engineer,Marketing,10.0,62750
29.0,Female,Bachelor's,Manager,Marketing,6.0,75307
36.0,Male,Bachelor's,Intern,IT,10.0,49534
47.0,Male,Bachelor's,Analyst,HR,23.0,80314
45.0,Female,Master's,Intern,Marketing,22.0,88608
48.0,Female,Bachelor's,Manager,Operations,23.0,115520
40.0,Male,Bachelor's,Director,Operations,14.0,104726
44.0,Male,Master's,Engineer,Marketing,18.0,99648
40.0,Male,PhD,Engineer,HR,18.0,104968
45.0,Male,Master's,Intern,Operations,23.0,77841
46.0,Male,PhD,Engineer,HR,24.0,109301
33.0,Male,Master's,Engineer,IT,9.0,81907
41.0,Male,Bachelor's,Analyst,Finance,15.0,70085
45.0,Male,Bachelor's,Analyst,IT,,77722
32.0,Male,Master's,Manager,Finance,7.0,102771
24.0,Male,Master's,Manager,Operations,0.0,81534
23.0,Male,Master's,Manager,Finance,1.0,77280
54.0,Female,Bachelor's,Analyst,Finance,28.0,90991
31.0,Female,Bachelor's,Engineer,Marketing,9.0,81323
32.0,Female,Bachelor's,Engineer,Finance,9.0,85694
33.0,Male,Bachelor's,Engineer,Marketing,9.0,68734
30.0,Male,Bachelor's,Intern,Finance,8.0,50216
41.0,Female,Master's,Director,Marketing,17.0,121298
27.0,Female,Bachelor's,Analyst,Operations,1.0,56529
46.0,Male,High School,Intern,Operations,23.0,63630
29.0,Male,Bachelor's,Engineer,Finance,4.0,68040
43.0,Male,Master's,Manager,HR,20.0,109905
34.0,Female,Bachelor's,Analyst,Operations,10.0,58481
28.0,Male,Bachelor's,Manager,IT,5.0,86223
33.0,Male,Bachelor's,Analyst,IT,7.0,55748
31.0,Male,Bachelor's,Engineer,Marketing,,64650
48.0,Male,PhD,Analyst,HR,24.0,99660
35.0,Female,PhD,Analyst,Marketing,9.0,71105
32.0,Female,Bachelor's,Analyst,Finance,10.0,62979
43.0,Male,Bachelor's,Analyst,Operations,18.0,74702
47.0,Female,Master's,Analyst,HR,24.0,93542
38.0,Female,High School,Manager,Marketing,13.0,83111
35.0,Male,Bachelor's,Analyst,Marketing,10.0,65278
,Female,Bachelor's,Manager,IT,2.0,86375
22.0,Male,PhD,Analyst,Finance,0.0,53518
52.0,Male,High School,Intern,Marketing,27.0,78144
50.0,Female,Bachelor's,Intern,IT,26.0,69809
42.0,Male,Master's,Analyst,HR,20.0,90256
,Male,Bachelor's,Manager,Marketing,22.0,113352
27.0,Male,High School,Analyst,IT,2.0,44037
34.0,Male,PhD,Intern,Finance,8.0,67012
23.0,Female,Bachelor's,Engineer,Operations,0.0,65675
47.0,Male,Master's,Analyst,HR,21.0,94733
35.0,Female,Bachelor's,Engineer,Marketing,11.0,72643
37.0,Female,Bachelor's,Analyst,IT,11.0,68594
27.0,Female,Bachelor's,Engineer,Marketing,5.0,69194
52.0,Male,High School,Manager,Operations,29.0,111978
52.0,Female,High School,Engineer,Marketing,28.0,98449
30.0,Female,Master's,Engineer,Marketing,7.0,80195
52.0,Female,Bachelor's,Analyst,IT,28.0,92054
25.0,Female,Bachelor's,Analyst,Operations,2.0,55707
52.0,Female,Bachelor's,Analyst,HR,27.0,88268
46.0,Female,Master's,Director,IT,20.0,127790
32.0,Female,High School,Analyst,Operations,10.0,53307
47.0,Male,Bachelor's,Manager,Operations,25.0,121417
35.0,Male,High School,Engineer,Marketing,10.0,71446
27.0,Female,High School,Analyst,Finance,4.0,49270
49.0,Female,High School,Manager,Finance,,97660
31.0,Male,Master's,Engineer,HR,6.0,78408
,Female,High School,Engineer,Marketing,18.0,83148
,Female,High School,Manager,Finance,6.0,81203
32.0,Male,Bachelor's,Engineer,IT,,69769
29.0,Female,Master's,Engineer,HR,7.0,73782
46.0,Female,Bachelor's,Manager,Marketing,20.0,101693
48.0,Female,Bachelor's,Manager,IT,26.0,110990
42.0,Female,High School,Analyst,Finance,20.0,69786
